GEOID,GEOG,2000_POP,2010_POP,2020_POP,2020_HH,2020_HH_SIZE,TOT_POP,UND5,A5_19,A20_34,A35_49,A50_64,A65_74,A75_84,OV85,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,TOT_WRKR16OV,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,AGG_TT,NO_VEH,ONE_VEH,TWO_VEH,THREEOM_VEH,POP_25OV,LT_HS,HS,SOME_COLL,ASSOC,BACH,GRAD_PROF,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,INCPERCAP,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_5_9UN,HU_10_19UN,HU_GT_19UN,HU_MOBILE,MED_ROOMS,HA_AFT2000,HA_70_00,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,CASHRENT_HH,RENT_LT500,RENT_500_999,RENT_1000_1499,RENT_1500_2499,RENT_GT2500,MED_RENT,COMPUTER,ONLY_SMARTPHONE,NO_COMPUTER,INTERNET,BROADBAND,NO_INTERNET,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,IDES_START_EMP,IDES_MID_EMP,IDES_CURR_EMP,AVG_VMT,RET_SALES,GEN_MERCH,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,TRANSIT_LOW_PCT,TRANSIT_MOD_PCT,TRANSIT_HIGH_PCT,WALKABLE_LOW_PCT,WALKABLE_MOD_PCT,WALKABLE_HIGH_PCT,OPEN_SPACE_PER_1000,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc,CT_1PHH,CT_2PHH,CT_3PHH,CT_4MPHH,CT_FAM_HH,CT_SP_WCHILD,CT_NONFAM_HH,HCUND20K,HCUND20K_LT20PCT,HCUND20K_20_29PCT,HCUND20K_30MPCT,HC20Kto49K,HC20Kto49K_LT20PCT,HC20Kto49K_20_29PCT,HC20Kto49K_30MPCT,HC50Kto75K,HC50Kto75K_LT20PCT,HC50Kto75K_20_29PCT,HC50Kto75K_30MPCT,HCOV75K,HCOV75K_LT20PCT,HCOV75K_20_29PCT,HCOV75K_30MPCT,NATIVE,FOR_BORN,POP_OV5,NOT_ENGLISH,LING_ISO,ENGLISH,SPANISH,SLAVIC,CHINESE,TAGALOG,ARABIC,KOREAN,OTHER_ASIAN,OTHER_EURO,OTHER_UNSPEC,2000_WHITE,2000_HISP,2000_BLACK,2000_ASIAN,2000_OTHER,2000_UND19,2000_A20_34,2000_A35_49,2000_A50_64,2000_OV65,2000_MED_AGE,2000_TOT_HH,2000_OWN_OCC_HU,2000_RENT_OCC_HU,2000_VAC_HU,2000_HU_TOT,2000_LT_HS,2000_HS,2000_SOME_COLL,2000_ASSOC,2000_BACH,2000_GRAD_PROF,2000_POP_25OV,HT_Cost_Typical,HT_Cost_Mod,H_Cost_Typical,H_Cost_Mod,T_Cost_Typical,T_Cost_Mod,Primary_WS,2003_TOTAL_MGD,2013_TOTAL_MGD,03_13_PCTCHG_TOT_MGD,2003_RES_MGD,2013_RES_MGD,03_13_PCTCHG_RES_MGD,2003_NONRES_MGD,2013_NONRES_MGD,03_13_PCTCHG_NONRES_MGD,2003_GPCD,2013_GPCD,03_13_PCTCHG_GPCD,2014_MO_WAT_INFLADJ2021,2014_MO_SEW_INFLADJ2021,2014_MO_COMBO_INFLADJ2021,2020_MO_WAT_INFLADJ2021,2020_MO_SEW_INFLADJ2021,2020_MO_COMBO_INFLADJ2021,2014_2020WAT_PCTCHG_ADJ,2014_2020SEW_PCTCHG_ADJ,2014_2020COMBO_PCTCHG_ADJ,2014_2020WAT_ANN_PCTCHG_ADJ,2014_2020SEW_ANN_PCTCHG_ADJ,2014_2020COMBO_ANN_PCTCHG_ADJ,UTILITY_NAME,2017_NONREV_WATER,2017_ANNCOST,2017_PCT_NONREV_TO_WS,highly_walkable_pop_pct,highly_walkable_emp_pct,assoc_plus_pct,in_lbr_frc_pct,pct_pop_access_4_acres_per_1k,pct_pop_access_10_acres_per_1k,impervious_acres_per_hh,2003_GPCD,disbursement_per_capita,above_80pct_regional_median,modhigh_ta_pop_pct,modhigh_ta_emp_pct,nonsov_pct
1760352,Plano,5633,10856,11847,3863,3.063939943,11058,1181,2268,2469,2724,1373,513,367,163,32.4,6784,3142,712,117,303,11053,8202,6360,5837,523,1842,5691,144,5547,4686,627,11,0,223,164870,110,1239,1341,986,7074,975,2058,1526,925,1218,372,314,946,484,721,770,441,79113,29648,3676,2488,1188,214,3890,2612,886,150,68,80,29,65,0,6,1763,760,851,516,1993,215,892,1757,784,242,635,1637,150,66,174500,1188,0,486,339,363,0,1316,3391,513,285,3081,3081,595,5546,Retail Trade,Manufacturing,Health Care,Education,Accommodation and Food Service,749,742,581,475,436,2577,Transportation,Manufacturing,Education,Retail Trade,Accommodation and Food Service,1051,585,324,112,92,Aurora,Chicago,Plano,Yorkville,Naperville,570,511,367,272,213,Plano,Aurora,Yorkville,Chicago,Montgomery,367,132,83,73,60,,,,,180149265,132451760,189440356,23579801,19736876,505814,2127469,0,235390316,1,0,0,1,0,0,1.168379984,5793.469631,1027.597249,0.177371647,15.08900724,0.002604485,2.48033827,0.000428127,117.798492,0.020332978,144.5257337,0.024946318,422.5550778,0.072936445,666.9718132,0.115124762,2825.53666,0.487710619,59.53069774,0.010275483,511.3845626,0.088269137,1058,823,378,1417,2520,729,1156,178,0,0,178,1082,231,373,478,484,155,93,236,1932,1465,467,0,9630,1428,9877,2363,820,7514,2245,0,0,0,0,0,35,0,83,4075,1453,18,17,70,1936,1253,1202,709,533,30.8,1901,1349,552,72,1973,785,1113,799,174,259,66,3196,40,47,21,27,23,24,Shallow Groundwater,0.79,0.72,-9.7,0.67,0.6,-9.7,0.12,0.11,-9.7,99.6,54.3,-45.5,27.29890891,38.46456327,N/A,24.97047846,35.18377059,N/A,-8.529390173,-8.529390173,N/A,-1.474889848,-1.474889848,N/A,N/A,N/A,N/A,N/A,0,0,0.355527283,0.890191898,0.779368873,0.195200577,0.279829806,99.6,325.03,1,0,0,0.137409946
1760391,Plattville,N/A,242,220,88,2.5,190,9,50,20,23,54,22,12,0,43,177,12,1,0,0,190,155,93,88,5,62,85,2,83,73,2,1,3,4,2840,0,11,39,21,125,9,37,45,11,17,6,10,7,8,22,8,16,87083,40353,71,66,5,3,74,74,0,0,0,0,0,0,0,6.6,6,34,10,24,1973,2,12,35,19,6,6,47,9,4,234400,1,0,1,0,0,0,0,70,3,1,70,66,1,152,Retail Trade,Health Care,Education,Construction,Professional,20,19,18,13,12,3,Public Administration,Construction,Other Service,Mining,Utilities,2,1,0,0,0,Chicago,Joliet,Naperville,Plainfield,Lisle,19,13,10,6,4,Hinsdale,Harwood Heights,Gurnee,Hainesville,Hampshire,1,0,0,0,0,,,,,41869,41888,5153401,49957,0,0,1265256,0,6468614,1,0,0,1,0,0,13.85588037,1454.477877,112.5299826,0.077367958,0,0,0,0,2.474807905,0.001701509,7.293550074,0.005014549,0,0,12.07646613,0.008302956,1315.209699,0.904248679,3.654194205,0.002512375,1.239176844,0.000851974,14,28,10,19,54,9,17,5,0,0,5,8,3,3,2,8,4,1,3,46,33,8,5,188,2,181,2,2,179,2,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60,72,33,41,27,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0.272,0.793814433,0.16943138,0,0.337584965,No data,178.63,0,0.30802025,0.207591934,0.094117647
1761216,Port Barrington,788,1517,1584,558,2.838709677,1742,101,424,285,419,386,80,45,2,38,1487,137,17,64,37,1742,1359,993,974,19,366,972,60,912,782,85,26,0,19,32635,13,85,291,184,1137,52,242,231,45,343,224,15,62,53,52,125,266,144531,55859,573,526,47,3,576,531,16,0,23,6,0,0,0,7.7,350,137,83,6,2002,0,53,281,209,33,22,239,240,21,301000,47,0,0,1,44,2,1781,563,13,10,559,553,14,732,Manufacturing,Retail Trade,Health Care,Professional,Accommodation and Food Service,100,92,79,57,54,73,Retail Trade,Accommodation and Food Service,Public Administration,Professional,Wholesale Trade,27,19,6,6,6,Chicago,Wauconda,Lake Zurich,Crystal Lake,Palatine,74,45,28,28,20,Island Lake,McHenry,Wauconda,Lakewood,Chicago,8,5,4,3,3,,,,28126.80144,4514999,4489508,50729489,1244202,0,0,39301,0,52012992,1,0,0,1,0,0,13.06639221,825.5629671,303.8250906,0.368021705,0,0,0,0,28.14389333,0.034090547,1.720293994,0.002083783,0,0,119.4974045,0.144746566,4.374555801,0.005298876,324.939935,0.393598003,43.06179392,0.05216052,89,187,83,214,472,76,101,12,0,0,12,62,8,4,50,53,7,13,33,443,286,117,40,1547,195,1641,277,56,1364,79,27,6,12,93,8,3,49,0,749,22,4,8,5,223,164,241,110,50,35.3,295,283,12,25,320,46,149,150,40,135,48,568,65,77,40,50,25,27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0.538258575,0.836697248,0.209760072,0,0.26110646,No data,221.82,0,0,0,0.175925926
1761314,Posen,4730,5987,5632,1773,3.176536943,5772,406,1617,1240,1164,947,242,73,83,29.1,1132,4054,416,40,130,5772,4334,2833,2502,318,1501,2510,40,2470,2270,142,44,14,0,70160,115,483,539,659,3140,792,954,494,409,453,38,537,430,418,194,157,60,47378,17927,1796,1249,547,108,1904,1587,0,159,70,71,0,0,17,5.8,238,464,1019,183,1965,37,504,1037,326,0,751,486,12,0,132600,484,21,71,340,52,0,1125,1610,150,186,1449,1449,347,2355,Health Care,Manufacturing,Retail Trade,Accommodation and Food Service,Transportation,283,274,256,232,182,1029,Transportation,Manufacturing,Construction,Education,Wholesale Trade,194,158,152,146,121,Chicago,Alsip,Harvey,Tinley Park,Posen,590,88,61,61,50,Chicago,Posen,Midlothian,Blue Island,Orland Park,181,50,41,35,34,,,,22342.65143,60207547,47277484,46030608,4532646,8892063,83434,0,0,59538751,0,0.702120014,0.297879986,0.270830416,0.729169584,0,2.518091282,748.2490953,244.727836,0.327067333,14.97654135,0.020015449,1.908588741,0.00255074,20.33311208,0.027174255,25.399689,0.033945499,85.08112932,0.113706959,298.6662501,0.399153506,0,0,14.26910877,0.019069998,42.88683997,0.05731626,550,459,183,604,1186,195,610,325,14,0,311,519,102,91,326,418,98,248,72,411,399,12,0,4281,1491,5366,2782,841,2584,2669,0,14,51,0,0,0,0,48,3141,1087,396,11,95,1498,1006,1120,556,550,33.3,1627,1286,341,67,1694,901,953,650,173,198,37,2912,47,55,26,32,21,23,Lake Michigan,0.45,0.46,2,0.37,0.46,24.8,0.08,0,-100,71.5,75.6,5.8,55.856887,9.729170891,N/A,67.63492278,8.899331945,N/A,21.08609416,-8.529390173,N/A,3.240249417,-1.474889848,N/A,Posen,0.112,277128,29.3,0,0,0.286624204,0.671739779,0.220176837,0.030070605,0.255578236,71.5,297.01,1,0.064448269,0.043008226,0.09561753
1761678,Prairie Grove,960,1904,1963,710,2.764788732,2023,118,418,302,381,549,164,77,14,43.8,1828,53,54,47,41,2023,1648,1132,1086,46,516,1080,191,889,809,26,48,3,3,31500,6,119,326,286,1375,23,228,279,142,432,271,76,47,106,84,159,265,109306,62758,737,665,72,19,756,612,126,0,13,0,0,5,0,10,371,295,46,44,2000,14,79,228,276,159,28,146,332,142,391100,72,0,12,10,50,0,1652,726,13,11,720,705,17,994,Health Care,Manufacturing,Retail Trade,Education,Accommodation and Food Service,134,122,104,97,85,1257,Wholesale Trade,Manufacturing,Education,Construction,Retail Trade,688,178,137,60,48,Crystal Lake,McHenry,Chicago,Woodstock,Cary,91,81,77,30,27,Crystal Lake,Woodstock,McHenry,Lake in the Hills,Carpentersville,104,101,100,52,48,,,,28904.50969,51111426,51087028,69824113,9902374,2817956,0,1862669,0,84407112,1,0,0,1,0,0,1.47818684,3656.65054,759.0031822,0.207567875,0,0,0.432810133,0.000118362,75.80904871,0.020731828,33.18998363,0.009076608,100.5697026,0.02750323,326.5719348,0.089309036,1584.483614,0.43331557,381.7858649,0.104408628,394.8043991,0.107968862,141,228,175,193,576,41,161,59,0,0,59,64,6,10,48,106,7,28,71,508,262,177,69,1865,158,1905,154,18,1751,21,26,8,9,0,3,0,44,43,923,12,6,10,9,321,122,275,183,59,37.3,303,278,25,5,308,57,138,164,35,167,75,636,64,76,40,50,24,26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0.614545455,0.804383117,0.981926549,0.981926549,0.386994876,No data,460.24,1,0,0,0.248148148
1762016,Prospect Heights,17081,16256,16058,6303,2.528478502,15986,1228,3053,2849,3149,2820,1548,987,352,38.7,8337,5656,509,1257,227,15904,12515,8573,8278,295,3942,8084,955,7129,5684,985,266,92,102,187795,265,2514,2422,943,11285,1742,2193,2385,849,2663,1453,819,1416,963,762,1266,918,72500,39534,6144,4018,2126,102,6246,2517,578,16,421,1025,585,1094,10,4.8,229,3788,2157,72,1975,1380,2070,1620,724,452,964,1036,1097,909,301100,2054,0,768,871,382,33,1150,5743,615,401,5468,5292,676,7109,Health Care,Professional,Manufacturing,Retail Trade,Education,887,780,764,757,538,6027,Administration,Retail Trade,Manufacturing,Education,Accommodation and Food Service,3327,389,345,309,303,Chicago,Wheeling,Arlington Heights,Glenview,Schaumburg,1234,342,321,302,259,Chicago,Waukegan,Arlington Heights,Prospect Heights,Mount Prospect,1022,474,231,195,186,,,,16475.76032,116462753,58288688,347407354,89079489,17704256,0,0,0,454191099,0.108414402,0.831711965,0.059873634,0.608387349,0.391612651,0,2.653467176,2742.14325,1414.02201,0.515663071,141.4167531,0.051571614,2.823175137,0.001029551,104.0694051,0.037951848,108.5528542,0.039586865,22.90067849,0.008351379,682.7124787,0.248970392,0,0,187.0346769,0.068207479,78.61121823,0.028667801,1536,2436,822,1350,4205,464,1939,498,0,11,487,1679,203,415,1061,916,371,211,334,2946,2078,526,342,9912,6074,14758,8545,3542,6213,4634,1864,31,121,182,169,561,859,124,11139,4711,272,746,213,4530,4131,3952,2519,1949,34.6,6379,4683,1696,194,6573,2641,2673,2364,674,2261,1071,11684,51,60,31,39,20,21,Lake Michigan,0.21,0.14,-33,0.14,0.13,-7.3,0.07,0.01,-84.4,8.4,7.9,-5.6,78.02795054,N/A,N/A,83.78982771,20.93960458,N/A,7.384375891,N/A,N/A,1.194486174,N/A,N/A,Prospect Heights,0.006,10401,5.5,0,0,0.439964555,0.820821048,0.32687623,0.214493981,0.173076526,8.4,269,1,0.133531367,0.075335397,0.284265215
1763641,Richmond,1091,1874,2089,1017,2.054080629,2106,145,366,437,315,457,238,102,46,41.3,1776,227,17,10,76,2060,1684,1071,915,156,613,900,12,888,833,44,0,6,5,28675,70,480,311,111,1465,84,504,384,150,220,123,222,295,223,65,90,77,44265,29840,972,469,503,197,1169,491,8,153,4,43,366,104,0,4.1,430,433,194,112,1992,513,247,289,86,34,141,219,109,0,194000,503,15,276,212,0,0,962,917,56,55,909,903,63,739,Manufacturing,Retail Trade,Education,Health Care,Accommodation and Food Service,103,90,71,66,62,1496,Manufacturing,Wholesale Trade,Education,Accommodation and Food Service,Retail Trade,655,312,177,144,61,Chicago,Richmond,McHenry,Woodstock,Spring Grove,62,39,36,34,27,McHenry,Spring Grove,Woodstock,Harvard,Richmond,65,62,47,41,39,,,,,34743579,31974844,34575005,16543895,8417414,0,728919,0,60265233,1,0,0,1,0,0,28.22168793,2705.858761,229.9966236,0.084999493,19.24578654,0.007112635,7.879562914,0.002912038,63.06372866,0.023306364,93.1512343,0.034425756,136.6378595,0.050497041,202.0122974,0.07465737,1528.827874,0.565006532,208.614294,0.077097259,216.4295003,0.079985513,379,400,57,136,480,93,492,140,0,10,130,365,50,65,250,223,65,149,9,232,167,42,23,2033,73,1961,125,5,1836,106,5,0,0,0,0,10,4,0,1036,44,1,7,3,328,179,283,161,140,37.3,415,290,125,26,441,77,245,187,33,101,43,686,56,67,31,39,25,27,Shallow Groundwater,0.18,0.2,10,0.09,0.12,25.7,0.08,0.08,-7.6,65.8,63.1,-4.1,56.1178577,44.87246229,N/A,20.19991304,59.71975225,N/A,-64.00448293,33.08775405,N/A,-15.65848405,4.879276483,N/A,N/A,N/A,N/A,N/A,0,0,0.336518771,0.815550041,0.917992403,0.896198427,0.284387428,65.8,374.61,1,0,0,0.068888889
1763706,Richton Park,12533,13646,12775,5063,2.496148529,13381,663,2562,2544,2990,2800,872,694,256,42.1,1170,344,11440,41,386,13219,11049,7407,6335,989,3642,6322,271,6051,4969,268,560,22,232,231665,511,2081,1756,896,8775,576,2085,2656,995,1489,974,1201,798,1204,606,967,468,63777,28756,5244,2906,2338,348,5592,3038,595,34,145,524,227,1029,0,5.6,655,3823,971,143,1979,880,1490,2084,1013,125,1512,1263,121,10,147200,2338,359,685,953,341,0,1057,4522,400,722,4433,4301,811,5094,Health Care,Education,Transportation,Retail Trade,Administration,1056,555,472,454,414,1477,Education,Health Care,Manufacturing,Accommodation and Food Service,Public Administration,486,240,199,178,123,Chicago,Olympia Fields,Chicago Heights,Matteson,Richton Park,1509,149,139,137,120,Chicago,Richton Park,Matteson,Park Forest,Chicago Heights,129,120,96,90,66,,,,20700.42446,103420562,73684996,133340624,22013179,145894,1152566,154509,0,156806772,0.639049574,0.234434285,0.126516141,0.409660469,0.590339531,0,6.423399608,2552.196453,785.1719705,0.307645585,96.99049063,0.038002753,2.335370692,0.000915043,61.94488934,0.024271207,133.7824592,0.052418559,10.15247439,0.003977936,732.9188085,0.287171784,440.7263109,0.172685104,79.50913005,0.031153217,208.6645492,0.081758812,1881,1331,998,1034,3298,669,1946,933,20,135,778,993,65,148,780,1204,326,429,449,2041,1474,327,240,13038,343,12718,453,165,12265,188,0,0,41,0,0,0,146,78,4232,484,7374,188,255,3957,2622,3210,1788,956,33.3,4578,3006,1572,152,4730,750,1957,2407,727,1449,537,7827,48,57,27,34,21,23,Shallow Groundwater,1.25,1.16,-7.2,1.14,1.05,-7.2,0.12,0.11,-7.2,87.8,76.6,-12.8,31.19019955,10.33942455,N/A,35.5221358,11.75206711,N/A,13.88877378,13.66268065,N/A,2.191196987,2.157357155,N/A,N/A,N/A,N/A,N/A,0,0,0.394074074,0.839332853,0.182239702,0,0.189032814,87.8,274.82,1,0.895098882,0.984875302,0.177317305
1764135,Ringwood,471,836,844,297,2.824915825,735,25,132,89,171,187,92,34,5,47.9,708,9,10,7,1,735,630,475,473,2,155,468,31,437,380,18,7,30,2,14245,10,44,66,162,524,21,178,92,63,122,48,18,33,29,23,82,97,124500,47446,282,271,11,2,284,262,5,7,10,0,0,0,0,7.9,111,100,11,62,1991,9,17,146,68,44,18,93,127,31,322700,9,0,9,0,0,0,0,270,18,12,268,261,14,424,Manufacturing,Retail Trade,Education,Construction,Wholesale Trade,59,53,49,42,30,613,Construction,Manufacturing,Retail Trade,Wholesale Trade,Accommodation and Food Service,135,120,89,87,84,Chicago,McHenry,Johnsburg,Spring Grove,Crystal Lake,41,33,27,17,14,McHenry,Johnsburg,Chicago,Woodstock,Crystal Lake,62,44,23,22,19,,,,,6211542,5857408,25595923,7450789,3478908,0,1373022,0,37898642,1,0,0,1,0,0,32.18075997,2462.136872,493.3227675,0.200363665,0,0,11.64441513,0.004729394,52.45115886,0.021303104,18.30683451,0.007435344,91.72716092,0.037255102,133.3669148,0.054167141,1255.873138,0.510074461,124.9250239,0.050738456,280.5194583,0.113933332,47,114,70,51,227,3,55,18,2,1,15,33,0,3,30,27,10,9,8,202,139,46,17,724,11,710,14,0,696,2,4,0,0,0,0,0,8,0,464,2,1,3,1,124,63,120,102,62,43.2,171,142,29,3,174,46,102,95,16,36,31,326,57,67,32,40,25,27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0.444656489,0.917225951,0,0,0.703995121,No data,269.42,1,0.96416303,0.785736338,0.183760684
1764304,River Forest,11635,11172,11717,4007,2.689792862,10883,792,2596,1386,1830,2395,1113,550,221,40.8,8732,707,654,395,395,9985,8390,5437,5209,228,2953,5166,790,4376,2633,183,1144,351,65,140045,179,1669,1732,460,6970,124,373,643,247,2624,2959,364,367,431,457,693,1728,125288,79929,4040,3498,542,275,4315,2729,247,111,43,457,204,512,12,7.2,379,461,1422,2053,1942,434,805,1430,1105,541,186,527,578,2111,604900,542,16,92,362,72,0,1309,3800,53,240,3818,3759,222,4913,Health Care,Professional,Education,Finance,Administration,680,637,603,420,331,3982,Education,Retail Trade,Health Care,Accommodation and Food Service,Finance,1696,927,383,290,140,Chicago,Oak Park,River Forest,Maywood,Oak Brook,2191,282,232,94,63,Chicago,Oak Park,River Forest,Elmwood Park,Berwyn,1114,290,232,114,75,3185,3807,4052,17750.53466,181638992,70082736,572496640,66671305,0,1215739,0,0,640383684,0.071454262,0,0.928545738,0,0.194516421,0.805483579,2.696144805,1588.204131,673.6367366,0.424149971,42.25005989,0.026602412,3.145097145,0.001980285,45.44463589,0.028613851,124.3980281,0.078326221,0,0,339.4038421,0.213702909,0,0,358.4898366,0.225720252,1.435894566,0.0009041,1286,1121,645,988,2754,134,1286,127,0,16,111,604,0,87,517,431,116,148,167,2878,1880,648,350,9743,1140,10091,1392,343,8699,480,302,103,15,34,66,64,294,34,10084,466,553,362,170,3624,1638,2840,1909,1624,38.6,4092,3554,538,140,4232,232,670,1082,209,2282,2762,7237,83,99,62,78,20,22,Lake Michigan,1.61,1.22,-24.3,1.27,0.98,-23.1,0.34,0.24,-28.8,110.8,86.6,-21.9,39.56086914,14.13568408,N/A,47.37763721,30.72198336,N/A,19.75883808,117.336375,N/A,3.050775007,13.81217855,N/A,River Forest,0.149,238341,12.5,0.826918175,0.75321177,0.836441894,0.816075566,0.561504034,0,0.143589684,110.8,381.49,1,0.78641482,0.841847446,0.477739063
1764343,River Grove,10668,10227,10612,4304,2.465613383,9957,567,1933,2263,1597,2233,839,325,200,36.2,6689,3075,3,89,101,9939,7814,5299,5082,217,2515,5013,176,4837,4307,249,195,53,33,165460,288,1244,1321,789,6964,741,2710,1664,618,851,380,886,694,479,723,447,413,63193,27547,3642,2317,1325,275,3917,1972,20,202,179,802,306,436,0,4.8,149,860,2366,542,1958,774,1488,1128,452,75,516,1492,309,0,211600,1171,0,645,351,175,0,984,3239,187,403,3138,3067,504,4555,Health Care,Manufacturing,Retail Trade,Accommodation and Food Service,Administration,612,510,476,399,334,3537,Education,Accommodation and Food Service,Retail Trade,Wholesale Trade,Construction,1557,437,341,203,201,Chicago,River Grove,Elk Grove Village,Franklin Park,Melrose Park,1348,225,148,141,103,Chicago,Elmwood Park,River Grove,Franklin Park,Oak Park,895,227,225,122,110,2838,2480,1662,15393.57811,108093233,69949140,148064912,39516212,43645493,0,0,0,231226617,0,0.102846542,0.897153458,0.186281141,0.498421824,0.315297035,0.39275907,1529.988438,248.6017566,0.162486036,53.63620512,0.035056608,5.066838244,0.003311684,43.20750651,0.028240414,415.0439923,0.271272633,81.02653359,0.052958919,268.927828,0.175771151,0,0,410.2851225,0.268162237,4.192654946,0.002740318,1112,934,611,985,2467,348,1175,550,8,0,542,953,37,308,608,479,221,98,160,1474,973,443,58,6812,3145,9390,4698,2003,4692,1984,2152,0,43,193,0,0,273,53,9258,1043,34,217,116,2553,2355,2460,1587,1713,37.7,4404,2567,1837,98,4502,1657,2465,1641,484,758,285,7290,44,52,25,32,19,20,Lake Michigan,1.36,1.13,-17.2,0.56,0.47,-15.7,0.8,0.66,-18.2,53,45.6,-14,38.45884023,4.292281275,N/A,54.18122684,3.926175858,N/A,40.88107317,-8.529390173,N/A,5.87874264,-1.474889848,N/A,River Grove,0.287,456824,28.2,0.396766588,0.150357995,0.265508329,0.811258822,0.386522749,0.089396816,0.171283665,53,326.66,1,0.735213731,0.771038251,0.134250948
