GEOID,GEOG,2000_POP,2010_POP,2020_POP,2020_HH,2020_HH_SIZE,TOT_POP,UND5,A5_19,A20_34,A35_49,A50_64,A65_74,A75_84,OV85,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,TOT_WRKR16OV,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,AGG_TT,NO_VEH,ONE_VEH,TWO_VEH,THREEOM_VEH,POP_25OV,LT_HS,HS,SOME_COLL,ASSOC,BACH,GRAD_PROF,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,INCPERCAP,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_5_9UN,HU_10_19UN,HU_GT_19UN,HU_MOBILE,MED_ROOMS,HA_AFT2000,HA_70_00,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,CASHRENT_HH,RENT_LT500,RENT_500_999,RENT_1000_1499,RENT_1500_2499,RENT_GT2500,MED_RENT,COMPUTER,ONLY_SMARTPHONE,NO_COMPUTER,INTERNET,BROADBAND,NO_INTERNET,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,IDES_START_EMP,IDES_MID_EMP,IDES_CURR_EMP,AVG_VMT,RET_SALES,GEN_MERCH,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,TRANSIT_LOW_PCT,TRANSIT_MOD_PCT,TRANSIT_HIGH_PCT,WALKABLE_LOW_PCT,WALKABLE_MOD_PCT,WALKABLE_HIGH_PCT,OPEN_SPACE_PER_1000,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc,CT_1PHH,CT_2PHH,CT_3PHH,CT_4MPHH,CT_FAM_HH,CT_SP_WCHILD,CT_NONFAM_HH,HCUND20K,HCUND20K_LT20PCT,HCUND20K_20_29PCT,HCUND20K_30MPCT,HC20Kto49K,HC20Kto49K_LT20PCT,HC20Kto49K_20_29PCT,HC20Kto49K_30MPCT,HC50Kto75K,HC50Kto75K_LT20PCT,HC50Kto75K_20_29PCT,HC50Kto75K_30MPCT,HCOV75K,HCOV75K_LT20PCT,HCOV75K_20_29PCT,HCOV75K_30MPCT,NATIVE,FOR_BORN,POP_OV5,NOT_ENGLISH,LING_ISO,ENGLISH,SPANISH,SLAVIC,CHINESE,TAGALOG,ARABIC,KOREAN,OTHER_ASIAN,OTHER_EURO,OTHER_UNSPEC,2000_WHITE,2000_HISP,2000_BLACK,2000_ASIAN,2000_OTHER,2000_UND19,2000_A20_34,2000_A35_49,2000_A50_64,2000_OV65,2000_MED_AGE,2000_TOT_HH,2000_OWN_OCC_HU,2000_RENT_OCC_HU,2000_VAC_HU,2000_HU_TOT,2000_LT_HS,2000_HS,2000_SOME_COLL,2000_ASSOC,2000_BACH,2000_GRAD_PROF,2000_POP_25OV,HT_Cost_Typical,HT_Cost_Mod,H_Cost_Typical,H_Cost_Mod,T_Cost_Typical,T_Cost_Mod,Primary_WS,2003_TOTAL_MGD,2013_TOTAL_MGD,03_13_PCTCHG_TOT_MGD,2003_RES_MGD,2013_RES_MGD,03_13_PCTCHG_RES_MGD,2003_NONRES_MGD,2013_NONRES_MGD,03_13_PCTCHG_NONRES_MGD,2003_GPCD,2013_GPCD,03_13_PCTCHG_GPCD,2014_MO_WAT_INFLADJ2021,2014_MO_SEW_INFLADJ2021,2014_MO_COMBO_INFLADJ2021,2020_MO_WAT_INFLADJ2021,2020_MO_SEW_INFLADJ2021,2020_MO_COMBO_INFLADJ2021,2014_2020WAT_PCTCHG_ADJ,2014_2020SEW_PCTCHG_ADJ,2014_2020COMBO_PCTCHG_ADJ,2014_2020WAT_ANN_PCTCHG_ADJ,2014_2020SEW_ANN_PCTCHG_ADJ,2014_2020COMBO_ANN_PCTCHG_ADJ,UTILITY_NAME,2017_NONREV_WATER,2017_ANNCOST,2017_PCT_NONREV_TO_WS,highly_walkable_pop_pct,highly_walkable_emp_pct,assoc_plus_pct,in_lbr_frc_pct,pct_pop_access_4_acres_per_1k,pct_pop_access_10_acres_per_1k,impervious_acres_per_hh,2003_GPCD,disbursement_per_capita,above_80pct_regional_median,modhigh_ta_pop_pct,modhigh_ta_emp_pct,nonsov_pct
1764278,Riverdale,15055,13549,10663,4187,2.546692142,12530,1447,2958,2362,2139,2467,893,173,91,32.2,418,1093,10722,2,295,12472,9015,5882,4722,1160,3133,4585,33,4552,3186,406,732,121,107,174405,821,2140,974,537,7321,803,2228,2709,421,761,399,1565,1272,694,421,287,233,38355,18987,4472,2154,2318,1301,5773,3069,478,225,461,852,376,230,82,5.1,157,1278,3441,897,1957,817,1972,2284,613,87,1940,198,0,12,79900,2267,114,909,784,460,0,1078,4150,698,322,3824,3784,648,4236,Health Care,Transportation,Retail Trade,Administration,Accommodation and Food Service,881,481,433,399,364,1553,Manufacturing,Education,Health Care,Transportation,Retail Trade,433,282,160,142,118,Chicago,South Holland,Harvey,Alsip,Homewood,1645,89,76,68,55,Chicago,Riverdale,Dolton,Blue Island,Lansing,285,55,52,39,38,2494,1430,969,15248.11921,40987765,31723956,62388617,13067966,28365555,6837301,0,0,110659439,0,0.208371726,0.791628274,0.119993461,0.53073402,0.349272519,3.571059131,2400.19549,354.7297159,0.14779201,56.18952764,0.023410396,5.882261155,0.002450743,76.57020124,0.031901652,41.30906797,0.01721071,325.7635974,0.135723777,854.0878869,0.355840968,0,0,520.2492759,0.216752876,165.4139556,0.068916868,1480,1227,718,1047,2726,837,1746,1101,7,35,1059,1537,178,307,1052,669,261,295,113,941,821,120,0,12301,229,11083,270,119,10813,177,1,0,0,0,28,0,8,56,1539,366,12942,29,179,6116,3179,3477,1322,961,27.5,4987,2858,2129,454,5441,1439,2306,2853,577,778,174,8127,40,46,21,26,19,20,Other Surface Water,2.76,11.6,319.8,1.71,0.98,-42.9,1.05,10.62,912.8,118.3,71.8,-39.3,41.75531225,33.33099486,N/A,49.73156087,15.44295838,N/A,19.10235655,-53.66787449,N/A,2.956410408,-12.03423093,N/A,Riverdale,0.475,777138,34.1,0.368845541,0.216422661,0.215954105,0.758754305,0.208097821,0.070561818,0.302040294,118.3,260.19,1,0.014463408,0.256435419,0.281788441
1764421,Riverside,8895,8875,9298,3549,2.615666385,8748,472,1952,1051,1649,2098,992,345,189,44.2,6474,1897,35,215,127,8748,6890,4630,4377,253,2260,4316,412,3904,2856,129,807,46,66,131405,199,894,1492,653,5925,102,792,1041,374,1777,1839,293,298,355,471,639,1182,120336,55882,3238,2620,618,280,3518,2762,127,184,105,147,93,100,0,6.7,89,212,1354,1863,0,194,739,1536,731,318,234,494,1074,799,403900,592,0,133,294,165,0,1191,3115,128,123,3113,3020,125,4170,Health Care,Education,Professional,Retail Trade,Administration,572,490,476,342,329,1347,Education,Public Administration,Health Care,Finance,Accommodation and Food Service,576,113,112,111,96,Chicago,Riverside,Maywood,Berwyn,Cicero,1621,155,123,85,81,Chicago,Riverside,Brookfield,Berwyn,La Grange Park,281,155,80,52,49,,,,17953.84227,22178177,16165200,332268206,17594662,0,933350,0,0,350796218,0,0.258813884,0.741186116,0,0.492992651,0.507007349,4.020205268,1277.403983,641.1696912,0.501931808,34.74989301,0.027203526,5.875916567,0.004599889,59.32484175,0.046441723,65.92107971,0.051605507,0.000716647,5.61E-07,329.3288076,0.257811007,0,0,134.3327944,0.105160776,6.700242327,0.005245202,744,1115,476,903,2424,234,814,169,0,0,169,387,25,88,274,348,109,174,65,2281,1257,693,331,8037,711,8276,1796,345,6480,1094,154,57,0,13,0,163,315,0,8168,489,23,140,75,2289,1343,2250,1642,1371,40.5,3552,2801,751,116,3668,414,1040,1466,242,1835,1475,6472,62,73,41,52,20,22,Lake Michigan,0.89,0.67,-24,0.83,0.64,-22.9,0.06,0.04,-39.6,93.9,71.6,-23.7,76.98507499,11.22802636,N/A,88.97615223,14.40193402,N/A,15.57584666,28.2677255,N/A,2.441952481,4.236438841,N/A,Riverside,0.14,692353,20.5,0.510152284,0.493766696,0.673417722,0.859316382,0.240237012,0,0.143672958,93.9,231.25,0,0.646355081,0.439349971,0.322984245
1764538,Riverwoods,3843,3660,3790,1262,2.911251981,3536,113,645,290,571,848,632,355,82,54.7,3324,88,25,99,0,3428,2891,1745,1654,84,1146,1644,285,1359,1159,19,151,17,13,46220,28,188,656,378,2591,75,130,312,29,956,1089,72,71,62,74,175,796,231477,93770,1250,1189,61,106,1356,1324,22,0,0,10,0,0,0,10,143,807,394,12,1983,11,21,420,478,426,11,11,80,948,720700,41,0,0,10,3,28,2639,1231,27,19,1229,1215,21,1544,Professional,Manufacturing,Retail Trade,Health Care,Finance,191,176,145,144,123,6294,Finance,Administration,Information,Health Care,Professional,2646,2023,658,248,198,Chicago,Northbrook,Deerfield,Lincolnshire,Buffalo Grove,283,87,79,61,48,Chicago,Buffalo Grove,Arlington Heights,Palatine,Wheeling,789,419,250,187,170,,,,24309.02174,18103405,17184088,302668157,70499652,0,0,0,0,373167809,0.155830939,0.637811303,0.206357759,1,0,0,2.136353384,2565.921847,1647.782138,0.642179394,0,0,1.085264736,0.000422953,187.7771744,0.073181174,13.10271579,0.005106436,4.510632881,0.0017579,157.6942917,0.061457169,0,0,471.1279389,0.183609621,82.84169093,0.032285352,121,653,182,294,1076,9,174,26,0,0,26,92,0,0,92,62,0,4,58,1025,638,212,175,3155,381,3423,423,145,3000,97,197,54,0,0,6,12,21,36,3560,76,14,170,23,1136,294,1010,901,502,43,1261,1225,36,20,1281,142,279,402,50,939,725,2537,93,112,69,86,24,26,Lake Michigan,0.52,0.55,4.7,0.3,0.37,20.8,0.22,0.18,-17.7,79.2,100.2,26.4,50.07661488,25.52476598,N/A,52.87250156,56.20189868,N/A,5.583218201,120.185755,N/A,0.909599509,14.05951917,N/A,Riverwoods,0.03,53055,7.8,0,0,0.800463142,0.784669397,1,1,0.375846953,79.2,253.29,0,0,0,0.287104623
1764616,Robbins,6635,5337,4629,1585,2.604416404,5068,276,813,1444,718,1011,473,222,111,35,289,219,4417,22,121,4604,4072,2020,1765,255,2052,1685,372,1313,1124,94,86,9,0,39455,225,613,470,243,3452,650,908,1112,267,334,181,609,308,225,295,101,13,35815,16108,1551,851,700,491,2042,1373,108,102,24,160,35,228,12,6,352,391,1143,156,1965,307,326,1046,255,108,611,198,42,0,83200,674,114,236,180,143,1,987,1290,250,261,1108,1044,443,1866,Health Care,Transportation,Retail Trade,Accommodation and Food Service,Administration,393,234,196,157,149,390,Health Care,Education,Public Administration,Other Service,Retail Trade,173,124,46,20,9,Chicago,Crestwood,Alsip,Robbins,Schaumburg,546,83,52,34,29,Chicago,Robbins,Dolton,Blue Island,Midlothian,71,34,19,17,14,,,,14314.16763,7294260,6640300,35481814,13200030,232567,4533,0,0,48918944,0,0.398273273,0.601726727,0.695544144,0.304455856,0,1.809431784,927.2934883,241.2041813,0.260116332,29.86168539,0.032203057,2.215906623,0.00238965,12.92868673,0.013942389,33.64540637,0.036283449,11.66966579,0.012584652,327.8659392,0.353572999,0,0,2.271130461,0.002449204,265.6308865,0.286458268,540,396,197,418,951,188,600,446,41,14,391,390,116,85,189,225,98,72,55,409,263,145,1,4920,148,4792,239,136,4553,227,0,0,0,0,0,12,0,0,156,129,6288,4,58,2360,1193,1402,833,847,32,1985,1120,865,153,2138,1246,1349,762,130,248,75,3810,39,45,19,24,20,21,Lake Michigan,1.8,1.05,-41.7,1.54,0.8,-47.8,0.26,0.25,-5.4,250.3,147.1,-41.2,72.85432085,26.03983974,N/A,N/A,N/A,118.989303,N/A,N/A,N/A,N/A,N/A,N/A,Robbins,0,0,0,0,0,0.226535342,0.610463284,0.82841913,0.037644751,0.265572883,250.3,199.93,0,0.507140817,0.33579165,0.332937685
1764902,Rockdale,1888,1976,2012,800,2.515,2416,215,415,680,357,489,127,133,0,31.1,1162,1021,145,6,82,2416,1933,1319,1194,125,614,1146,2,1144,813,165,2,161,3,24165,39,250,312,204,1551,339,702,328,80,77,25,185,237,77,156,115,35,44406,24474,805,393,412,97,902,695,14,102,55,34,0,0,2,5.1,62,150,453,237,1952,120,376,293,95,18,274,104,2,0,135200,412,10,183,193,26,0,1034,710,84,95,689,682,116,940,Transportation,Health Care,Manufacturing,Retail Trade,Administration,103,99,93,92,81,1196,Manufacturing,Wholesale Trade,Construction,Transportation,Professional,329,234,136,132,97,Joliet,Chicago,Rockdale,Bolingbrook,Romeoville,216,100,46,33,30,Joliet,Chicago,Rockdale,Plainfield,Shorewood,238,50,46,26,26,,,,18468.28405,89600912,89267220,26084839,16996072,9283434,293335,0,0,52657680,0,1,0,0.650955834,0.349044166,0,33.9073501,508.5713448,129.484917,0.254605216,2.8471894,0.005598407,1.825344279,0.003589161,20.57215993,0.040450883,11.78012585,0.023163173,155.2707102,0.305307626,143.460333,0.282084971,0,0,17.23293999,0.033885,26.09762515,0.051315564,205,238,120,242,549,141,256,120,4,25,91,296,61,27,208,77,34,39,4,306,240,64,2,1959,457,2201,628,402,1573,612,0,0,0,16,0,0,0,0,1413,415,13,7,40,512,448,430,260,238,34.5,762,438,324,64,826,282,551,261,50,74,18,1236,44,51,22,28,22,23,Mixed Sources,2.39,0.46,-80.6,0.14,0.08,-38.6,2.26,0.38,-83.2,68.9,42.7,-38,12.01838757,17.1691251,N/A,46.17182809,63.49935088,N/A,284.1765613,269.8461657,N/A,25.14739408,24.35698575,N/A,N/A,N/A,N/A,N/A,0,0,0.117343649,0.778505898,0.480098909,0.347093337,0.591330686,68.9,718.88,1,0.013777296,0.083033321,0.287958115
1765338,Rolling Meadows,24604,24099,24200,9369,2.545308998,23288,1928,3782,5160,4211,4646,1870,1042,649,38,13298,6687,506,2247,550,22881,18359,12942,12389,553,5417,12102,559,11543,9510,1278,256,436,63,297980,368,2678,3920,1525,16372,2664,3446,2987,1177,3991,2107,675,1510,1777,1318,1725,1486,78609,37478,8491,6136,2355,458,8949,4875,756,69,367,493,732,1657,0,5.3,492,4141,4180,136,1971,814,3164,3036,1551,384,1075,3197,1228,613,246300,2277,0,239,1164,803,71,1399,7917,408,574,7814,7595,677,11576,Health Care,Retail Trade,Professional,Manufacturing,Education,1466,1124,1107,1076,910,25654,Finance,Manufacturing,Information,Health Care,Administration,5133,3643,2527,2154,1985,Chicago,Schaumburg,Arlington Heights,Rolling Meadows,Palatine,1694,988,859,735,518,Chicago,Palatine,Schaumburg,Arlington Heights,Rolling Meadows,3510,970,964,845,735,26144,17556,23017,17678.22454,356120955,269201860,487850448,342963461,113103389,0,0,0,943917298,0.551064348,0.045756651,0.403179001,0.441517339,0.558482661,0,5.774598778,3606.592005,1387.183404,0.384624433,207.9652339,0.057662534,3.728177601,0.001033712,477.4890997,0.132393434,203.2012075,0.056341612,254.421711,0.070543524,930.1754215,0.2579098,1.553351627,0.000430698,107.5221529,0.029812674,33.35224496,0.009247579,1968,2723,1822,1978,6013,420,2478,398,8,8,382,1665,150,305,1210,1777,511,622,644,4516,3027,1224,265,17020,6268,21360,8770,3864,12590,5227,1253,213,173,155,247,527,888,87,17282,4725,662,1623,312,6757,5775,5989,3473,2610,34.4,8923,6780,2143,228,9151,2659,3878,3749,946,3493,1549,16274,53,63,32,41,21,22,Lake Michigan,2.73,2.04,-25.4,1.85,1.42,-23.3,0.88,0.62,-29.7,76.1,58.4,-23.3,48.70308487,16.19620801,N/A,66.7973386,19.99732237,N/A,37.15217173,23.46916238,N/A,5.406432499,3.57614675,N/A,Rolling Meadows,0.168,327501,8.4,0,0,0.444356218,0.843547121,0.868427782,0.290171804,0.19972886,76.1,350.7,1,0.204907975,0.09503365,0.208973723
1765442,Romeoville,21153,39680,39863,13022,3.047842113,39644,2340,9298,8451,8448,6874,2714,1064,455,34.6,17754,14006,4329,2090,1465,38414,31266,22311,21344,923,8955,21071,1022,20049,16701,2153,523,448,224,657030,351,2478,4712,4134,24501,3588,7210,6026,2520,3964,1193,1019,1913,1662,2675,2824,1582,85888,28334,11675,9798,1877,691,12366,8794,2343,74,162,552,151,290,0,6.2,5954,3932,2410,70,1999,397,2248,6233,3082,406,1892,7267,545,77,198800,1789,0,117,517,1099,56,1631,11221,480,454,10968,10836,707,19600,Health Care,Retail Trade,Manufacturing,Transportation,Accommodation and Food Service,2324,2116,1890,1532,1524,19707,Transportation,Wholesale Trade,Manufacturing,Retail Trade,Administration,3196,2897,2534,2469,1954,Chicago,Bolingbrook,Romeoville,Naperville,Joliet,3105,1610,1396,931,834,Joliet,Chicago,Romeoville,Bolingbrook,Naperville,2048,1881,1396,951,590,0,13510,24750,26526.5596,737587139,614016572,712434644,124574165,515971206,447325,437787,0,1353865127,0.774839835,0.194245422,0.030914743,0.634962381,0.365037619,0,6.15155092,12088.86793,2246.25567,0.185811912,68.26581874,0.005646998,1.507899877,0.000124735,364.5633557,0.030156948,798.7669106,0.066074583,2993.600317,0.247632808,2739.004681,0.226572471,536.5598173,0.044384621,1037.050454,0.085785572,1303.293008,0.107809351,2261,2648,1916,4850,8736,702,2939,724,0,0,724,2104,222,420,1462,1655,449,676,530,7081,4548,1993,540,31295,8349,37304,15079,5639,22225,10059,1152,12,967,1280,33,280,899,397,16336,2781,1121,504,411,6924,6064,4618,2350,1197,29.7,6764,5819,945,615,7379,1988,3966,3213,1050,1936,512,12665,54,63,31,39,23,25,Other Surface Water,9.81,8.62,-12.1,2.6,0,-100,7.2,8.62,19.7,93.2,0,-100,27.52783058,36.85638855,N/A,35.28323371,53.56350851,N/A,28.17295431,45.33032294,N/A,4.223598961,6.428850888,N/A,N/A,N/A,N/A,N/A,0,0,0.31333415,0.837420603,0.585172328,0.232418657,0.393841928,93.2,373.51,1,0.979130862,0.991513983,0.196763324
1765806,Roselle,23115,22763,22897,8824,2.585788758,22744,1137,3943,4613,4448,5328,1823,1124,328,40.6,17586,2322,570,1618,648,22663,18745,13659,12864,774,5086,12811,872,11939,10451,763,607,17,101,374320,361,2337,4020,1801,15822,1087,4028,3487,1018,4105,2097,754,1309,1375,1176,1699,2206,92470,40589,8519,6354,2165,157,8676,5002,1265,58,977,444,325,562,43,6.1,596,6006,1762,312,1977,703,2077,3837,1611,448,453,3613,1849,415,267000,2078,243,191,771,873,0,1400,8080,297,439,7925,7853,594,11923,Manufacturing,Health Care,Retail Trade,Wholesale Trade,Professional,1339,1263,1157,1026,923,8300,Health Care,Administration,Manufacturing,Construction,Education,1716,1108,980,913,868,Chicago,Schaumburg,Roselle,Elk Grove Village,Itasca,1525,1057,636,591,315,Chicago,Roselle,Schaumburg,Elgin,Hanover Park,723,636,332,328,273,6042,5137,6435,20565.91029,300893361,282596292,668285134,70056505,81217513,0,2480,0,819561632,0.522559574,0.301167292,0.176273134,0.505997786,0.494002214,0,8.751751321,3517.577546,1621.961068,0.461101723,104.9942217,0.029848446,0,0,169.5806369,0.048209495,213.2302601,0.060618496,297.2089519,0.084492509,782.425015,0.222432911,0.05320331,1.51E-05,242.8732913,0.069045611,85.25089756,0.024235684,1887,2971,1425,2236,6134,465,2385,588,128,17,443,1424,123,235,1066,1352,366,477,509,5028,3225,1278,525,18928,3816,21607,5915,1933,15692,1141,2707,157,241,78,85,100,1171,235,19578,1197,377,1679,284,6596,4798,6310,3523,1888,35.4,8443,6843,1600,109,8552,1376,3759,3979,1005,3730,1473,15322,55,64,33,42,22,24,Lake Michigan,2.31,1.69,-26.6,1.91,1.42,-25.7,0.4,0.27,-31.2,82.5,61.7,-25.3,44.06742109,30.6182731,N/A,73.28861602,31.93289698,N/A,66.31019969,4.293592513,N/A,8.847839734,0.70312273,N/A,Roselle,0.111,257439,7.2,0,0,0.456326634,0.871985545,0.818994928,0.549270723,0.195270262,82.5,323.49,1,0.06616329,0.046950164,0.176332839
1765819,Rosemont,4224,4202,3952,1727,2.28836132,4173,205,871,939,721,967,253,138,79,37,2025,1947,68,76,57,4173,3464,2220,2070,150,1244,2051,39,2012,1452,252,174,116,18,46925,124,834,398,241,2890,678,872,474,178,484,204,246,338,413,361,79,160,56432,28034,1597,377,1220,178,1775,300,8,45,137,955,146,184,0,4,58,907,746,64,1971,541,889,285,54,6,47,49,193,88,374600,1215,182,509,472,52,0,964,1454,129,143,1311,1272,286,2059,Public Administration,Accommodation and Food Service,Health Care,Retail Trade,Manufacturing,285,216,196,193,160,26315,Accommodation and Food Service,Finance,Health Care,Wholesale Trade,Management,5277,3282,2491,2284,2273,Rosemont,Chicago,Des Plaines,Elk Grove Village,Schaumburg,480,458,136,90,47,Chicago,Des Plaines,Rosemont,Arlington Heights,Schaumburg,7723,644,480,444,372,23194,15866,20140,17774.3239,385170481,373557392,63144434,605399988,2148892,383611,0,0,671076925,0,0.01051868,0.98948132,0.355475347,0.644524653,0,6.249468086,1147.118205,64.23152959,0.055993819,36.34712435,0.031685596,0,0,361.2095505,0.314884333,18.14200698,0.01581529,20.16375993,0.017577753,556.2058255,0.484872285,0,0,50.73873572,0.04423148,40.07967211,0.034939444,540,346,249,462,1016,130,581,157,21,9,127,394,131,31,232,413,196,181,36,600,521,52,27,2334,1839,3968,2438,1293,1530,1736,186,9,10,213,0,12,175,97,2445,1493,50,186,50,1144,1168,903,542,467,32.5,1692,490,1202,53,1745,754,819,606,113,321,165,2778,37,43,20,25,17,18,Lake Michigan,1.85,1.61,-13.3,0.15,0.13,-14.6,1.7,1.48,-13.2,36.4,31.1,-14.6,28.99292925,N/A,N/A,28.00672112,N/A,N/A,-3.401547064,N/A,N/A,-0.575130755,N/A,N/A,Rosemont,0.531,788673,27.4,0,0,0.299653979,0.789113057,0.686623102,0.290004122,0.48026169,36.4,1380.9,1,0,0,0.283276451
1766027,Round Lake,5842,18289,18721,6072,3.083003953,18235,1076,4601,2771,4583,3449,1332,371,52,37.3,9805,4103,1506,2152,669,18230,13797,10647,9988,647,3150,9903,525,9378,8040,953,296,27,62,318425,101,1664,2581,1727,11528,1107,2339,2534,896,3374,1278,799,935,911,1043,1247,1138,82550,33471,6073,4636,1437,199,6272,3774,1523,63,39,266,195,180,232,6.3,4190,1601,366,115,2003,426,1698,1752,2059,337,905,3217,510,4,213300,1363,67,420,401,475,0,1171,5987,187,86,5915,5654,158,7814,Manufacturing,Health Care,Retail Trade,Education,Professional,1204,865,833,608,584,1794,Education,Manufacturing,Retail Trade,Arts and Entertainment,Health Care,521,176,150,136,112,Chicago,Libertyville,Vernon Hills,Waukegan,Gurnee,767,357,280,273,256,Round Lake Beach,Round Lake,Grayslake,Round Lake Park,Waukegan,153,131,76,59,52,,,,28083.10565,51147463,34926444,324062830,23511240,5451020,0,292551,0,353317641,0.793823604,0.144242989,0.061933407,0.856827087,0.143172913,0,13.13559804,3634.333672,1879.434222,0.517133096,56.87465262,0.015649266,1.402912732,0.000386016,60.38045687,0.0166139,149.3724842,0.041100377,39.51982012,0.010874021,586.1068127,0.161269401,94.0397023,0.025875363,499.394717,0.137410255,267.807891,0.073688306,1102,1873,1027,2071,4525,490,1548,574,0,46,528,1056,44,199,813,904,184,310,410,3428,2170,973,285,12729,5506,17159,7079,2444,10080,2955,1714,22,410,0,167,692,769,350,4217,1292,116,112,105,1884,1667,1314,632,345,30.4,2029,1552,477,108,2137,940,959,734,188,597,165,3583,54,63,31,39,23,25,Lake Michigan,0.81,1.08,34.1,0.74,1,35.5,0.07,0.08,18.3,74.1,54.3,-26.7,41.99568,20.08787637,N/A,65.25827766,19.6832283,N/A,55.39283485,-2.014389473,N/A,7.623017611,-0.338584663,N/A,Round Lake,0.074,59351,7,0,0,0.481263012,0.873553643,0.438314158,0.438314158,0.198127919,74.1,220.89,0,0,0,0.181864082
1766040,Round Lake Beach,25859,28175,27252,8340,3.252877698,27313,1843,6486,6051,5954,4712,1570,503,194,33.5,11275,13808,1061,720,449,27180,20790,15274,14451,771,5516,14319,729,13590,11307,1618,388,92,185,430535,334,2206,3257,2705,16948,3741,5277,3893,1245,1809,983,869,1419,1865,1601,1881,867,77207,27939,8502,6496,2006,459,8961,6797,827,44,349,279,243,293,129,6.1,1037,6190,1380,354,1986,477,1707,4336,1987,454,3301,3021,120,54,149000,1856,222,357,756,521,0,1255,8121,573,381,7975,7808,527,11473,Manufacturing,Retail Trade,Health Care,Accommodation and Food Service,Administration,1854,1397,1244,1075,956,3057,Retail Trade,Accommodation and Food Service,Health Care,Manufacturing,Education,1082,670,348,124,116,Chicago,Gurnee,Waukegan,Round Lake Beach,Libertyville,1081,504,462,392,390,Round Lake Beach,Chicago,Round Lake,Waukegan,Grayslake,392,176,129,89,68,,,,24446.85205,399709729,274616660,341096016,61499245,2777002,99484,95876,0,405567623,0.321056207,0.678943793,0,0.4132466,0.5867534,0,7.221919368,3337.830833,1441.251076,0.431792727,48.97602181,0.014673009,0.416537992,0.000124793,253.7466442,0.076021421,100.6035243,0.03014039,30.87661701,0.009250504,749.2965728,0.224486084,24.53852475,0.007351638,459.0207907,0.137520687,229.1045237,0.068638746,1748,1912,1488,3354,6523,1083,1979,499,16,126,357,1599,179,332,1088,1846,577,774,495,4327,3271,971,85,20880,6433,25470,12147,4652,13323,10982,335,9,191,57,0,16,446,111,16057,8084,740,518,460,9739,6632,5961,2336,1191,28.5,7349,6215,1134,259,7608,3551,4174,3485,723,1675,609,14217,51,60,28,35,23,25,Lake Michigan,2.04,1.74,-14.9,1.79,1.41,-21.2,0.25,0.32,30.6,66.2,50.4,-23.9,35.25393687,32.10626394,N/A,48.52753361,23.87114922,N/A,37.65138849,-25.64955779,N/A,5.470280109,-4.819658361,N/A,Round Lake Beach,0.122,255181,7.7,0,0,0.238199198,0.856852306,0.398812842,0.183425208,0.155006669,66.2,345.95,1,0,0,0.197429988
